"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016EA","B25085_016M","B25085_016MA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020EA","B25085_020M","B25085_020MA","B25085_021E","B25085_021M","B25085_021MA","B25085_021EA","B25085_022E","B25085_022M","B25085_022MA","B25085_022EA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US37193","Wilkes County, North Carolina","159","null","77","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","25","40","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null","26","43","null","null","27","null","43","null","0","null","31","null","51","null","78","null","0","31","null","null","0","null","31","null","30","34","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37195","Wilson County, North Carolina","451","null","215","null","39","null","64","null","0","31","null","null","0","31","null","null","51","71","null","null","0","null","31","null","32","null","48","null","0","31","null","null","0","31","null","null","0","31","null","null","50","null","48","null","0","null","31","null","36","52","null","null","0","31","null","null","16","27","null","null","0","null","31","null","0","null","31","null","0","null","31","null","137","110","null","null","90","null","90","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37197","Yadkin County, North Carolina","162","null","108","null","47","null","74","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","42","42","null","null","17","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","48","73","null","null","0","null","28","null","0","null","28","null","8","null","14","null","0","28","null","null","0","null","28","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US37199","Yancey County, North Carolina","379","null","183","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","13","20","null","null","9","15","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","112","null","100","null","22","null","36","null","85","null","76","null","15","19","null","null","65","null","73","null","21","33","null","null","37","57","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US38001","Adams County, North Dakota","39","null","27","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","16","null","18","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","23","21","null","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US38003","Barnes County, North Dakota","53","null","47","null","2","null","3","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","2","5","null","null","0","null","16","null","0","null","16","null","0","null","16","null","20","31","null","null","0","null","16","null","29","34","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US38005","Benson County, North Dakota","38","null","19","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","3","null","4","null","0","null","14","null","10","11","null","null","0","14","null","null","0","14","null","null","0","null","14","null","2","null","3","null","5","8","null","null","5","8","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","6","null","8","null","0","14","null","null","0","14","null","null","7","null","10","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US38007","Billings County, North Dakota","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US38009","Bottineau County, North Dakota","103","null","59","null","2","null","4","null","0","14","null","null","0","14","null","null","0","14","null","null","23","null","31","null","6","null","9","null","0","14","null","null","0","14","null","null","16","25","null","null","4","null","8","null","0","null","14","null","3","5","null","null","0","14","null","null","7","10","null","null","7","null","12","null","0","null","14","null","2","null","3","null","16","21","null","null","0","null","14","null","4","8","null","null","13","21","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US38011","Bowman County, North Dakota","14","null","13","null","0","null","10","null","0","10","null","null","0","10","null","null","4","6","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","10","null","11","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US38013","Burke County, North Dakota","49","null","24","null","4","null","6","null","4","6","null","null","0","10","null","null","0","10","null","null","7","null","8","null","0","null","10","null","0","10","null","null","6","7","null","null","5","7","null","null","0","null","10","null","0","null","10","null","4","8","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","14","12","null","null","0","null","10","null","0","10","null","null","5","9","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
