"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003EA","B05001_003M","B05001_003MA","B05001_004E","B05001_004M","B05001_004MA","B05001_004EA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Estimate!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Estimate!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Estimate!!Total:!!Not a U.S. citizen",
"0500000US05133","Sevier County, Arkansas","17081","*****","*****","null","14275","228","null","null","7","null","12","null","1","4","null","null","554","185","null","null","2244","239","null","null",
"0500000US05135","Sharp County, Arkansas","17139","*****","*****","null","16962","66","null","null","29","null","29","null","19","16","null","null","56","37","null","null","73","52","null","null",
"0500000US05137","Stone County, Arkansas","12475","*****","*****","null","12290","99","null","null","0","null","19","null","92","71","null","null","76","67","null","null","17","20","null","null",
"0500000US05139","Union County, Arkansas","39449","*****","*****","null","38661","148","null","null","4","null","7","null","55","45","null","null","229","102","null","null","500","114","null","null",
"0500000US05141","Van Buren County, Arkansas","16642","*****","*****","null","16314","104","null","null","0","null","19","null","105","62","null","null","54","32","null","null","169","86","null","null",
"0500000US05143","Washington County, Arkansas","232289","*****","*****","null","203977","1081","null","null","891","null","465","null","1750","432","null","null","6624","661","null","null","19047","1231","null","null",
"0500000US05145","White County, Arkansas","78762","*****","*****","null","75867","344","null","null","18","null","23","null","516","151","null","null","716","201","null","null","1645","301","null","null",
"0500000US05147","Woodruff County, Arkansas","6533","*****","*****","null","6504","29","null","null","0","null","17","null","0","17","null","null","2","4","null","null","27","29","null","null",
"0500000US05149","Yell County, Arkansas","21464","*****","*****","null","18955","270","null","null","284","null","162","null","93","82","null","null","537","165","null","null","1595","230","null","null",
"0500000US06001","Alameda County, California","1656754","*****","*****","null","1091259","4151","null","null","4641","null","584","null","21956","1073","null","null","291427","3538","null","null","247471","3668","null","null",
"0500000US06003","Alpine County, California","1039","161","null","null","970","153","null","null","0","null","12","null","16","24","null","null","30","22","null","null","23","26","null","null",
"0500000US06005","Amador County, California","38429","*****","*****","null","35959","343","null","null","33","null","35","null","121","79","null","null","1387","289","null","null","929","242","null","null",
"0500000US06007","Butte County, California","225817","*****","*****","null","207036","917","null","null","327","null","138","null","1933","381","null","null","9030","746","null","null","7491","641","null","null",
"0500000US06009","Calaveras County, California","45514","*****","*****","null","42986","485","null","null","51","null","46","null","272","112","null","null","1308","308","null","null","897","337","null","null",
"0500000US06011","Colusa County, California","21454","*****","*****","null","15522","375","null","null","51","null","52","null","80","48","null","null","2366","330","null","null","3435","302","null","null",
"0500000US06013","Contra Costa County, California","1142251","*****","*****","null","833056","4255","null","null","2097","null","413","null","16924","1155","null","null","158636","2849","null","null","131538","3706","null","null",
"0500000US06015","Del Norte County, California","27495","*****","*****","null","25109","347","null","null","0","null","23","null","309","120","null","null","948","220","null","null","1129","268","null","null",
"0500000US06017","El Dorado County, California","188563","*****","*****","null","168634","1032","null","null","244","null","138","null","2286","436","null","null","10407","905","null","null","6992","886","null","null",
"0500000US06019","Fresno County, California","984521","*****","*****","null","766744","3813","null","null","1152","null","321","null","7686","715","null","null","84792","2744","null","null","124147","3578","null","null",
"0500000US06021","Glenn County, California","27976","*****","*****","null","22576","461","null","null","39","null","56","null","272","182","null","null","1752","294","null","null","3337","545","null","null",
"0500000US06023","Humboldt County, California","135940","*****","*****","null","127523","802","null","null","133","null","162","null","1078","252","null","null","3461","496","null","null","3745","669","null","null",
"0500000US06025","Imperial County, California","180701","*****","*****","null","119272","2084","null","null","267","null","150","null","5645","794","null","null","28470","1485","null","null","27047","1708","null","null",
"0500000US06027","Inyo County, California","17977","*****","*****","null","16206","275","null","null","13","null","15","null","87","49","null","null","902","163","null","null","769","238","null","null",
"0500000US06029","Kern County, California","887641","*****","*****","null","702971","3389","null","null","1446","null","440","null","6350","734","null","null","62822","2133","null","null","114052","3206","null","null",
"0500000US06031","Kings County, California","150691","*****","*****","null","120018","1243","null","null","445","null","207","null","1787","315","null","null","10775","732","null","null","17666","1034","null","null",
"0500000US06033","Lake County, California","64195","*****","*****","null","58263","558","null","null","42","null","41","null","297","110","null","null","2610","391","null","null","2983","445","null","null",
"0500000US06035","Lassen County, California","30818","*****","*****","null","28752","225","null","null","76","null","60","null","263","100","null","null","558","112","null","null","1169","164","null","null",
"0500000US06037","Los Angeles County, California","10081570","*****","*****","null","6533033","13628","null","null","15325","null","943","null","102677","2836","null","null","1792764","9238","null","null","1637771","13159","null","null",
"0500000US06039","Madera County, California","155433","*****","*****","null","122754","1411","null","null","271","null","183","null","950","239","null","null","9680","860","null","null","21778","1516","null","null",
"0500000US06041","Marin County, California","259943","*****","*****","null","208103","1430","null","null","237","null","114","null","4509","534","null","null","22761","1261","null","null","24333","1290","null","null",
"0500000US06043","Mariposa County, California","17420","*****","*****","null","16247","254","null","null","0","null","19","null","154","87","null","null","479","159","null","null","540","189","null","null",
"0500000US06045","Mendocino County, California","87224","*****","*****","null","75389","795","null","null","60","null","49","null","970","250","null","null","3804","444","null","null","7001","725","null","null",
"0500000US06047","Merced County, California","271382","*****","*****","null","198076","2249","null","null","82","null","52","null","1919","357","null","null","28034","1480","null","null","43271","1658","null","null",
"0500000US06049","Modoc County, California","8907","*****","*****","null","8211","186","null","null","8","null","13","null","23","18","null","null","216","139","null","null","449","190","null","null",
