"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US05133","Sevier County, Arkansas","17193","*****","*****","null","14345","238","null","null","8","14","null","null","2","null","3","null","593","200","null","null","2245","283","null","null",
"0500000US05135","Sharp County, Arkansas","17043","*****","*****","null","16876","67","null","null","25","26","null","null","11","null","16","null","63","39","null","null","68","53","null","null",
"0500000US05137","Stone County, Arkansas","12446","*****","*****","null","12314","66","null","null","0","19","null","null","87","null","56","null","36","39","null","null","9","18","null","null",
"0500000US05139","Union County, Arkansas","39732","*****","*****","null","38815","152","null","null","4","7","null","null","28","null","22","null","241","98","null","null","644","141","null","null",
"0500000US05141","Van Buren County, Arkansas","16684","*****","*****","null","16411","114","null","null","0","19","null","null","90","null","59","null","62","36","null","null","121","92","null","null",
"0500000US05143","Washington County, Arkansas","228529","*****","*****","null","200948","1056","null","null","672","406","null","null","1889","null","420","null","6212","628","null","null","18808","1168","null","null",
"0500000US05145","White County, Arkansas","78804","*****","*****","null","76020","315","null","null","0","28","null","null","561","null","175","null","654","190","null","null","1569","303","null","null",
"0500000US05147","Woodruff County, Arkansas","6660","*****","*****","null","6625","36","null","null","0","17","null","null","0","null","17","null","3","4","null","null","32","36","null","null",
"0500000US05149","Yell County, Arkansas","21573","*****","*****","null","19156","269","null","null","266","187","null","null","93","null","81","null","556","176","null","null","1502","227","null","null",
"0500000US06001","Alameda County, California","1643700","*****","*****","null","1085639","4624","null","null","4896","559","null","null","20927","null","1150","null","283764","3228","null","null","248474","4422","null","null",
"0500000US06003","Alpine County, California","1146","161","null","null","1096","153","null","null","3","5","null","null","20","null","21","null","15","18","null","null","12","14","null","null",
"0500000US06005","Amador County, California","37829","*****","*****","null","35449","343","null","null","28","28","null","null","210","null","109","null","1209","242","null","null","933","171","null","null",
"0500000US06007","Butte County, California","227075","*****","*****","null","207779","842","null","null","244","142","null","null","1886","null","386","null","9153","664","null","null","8013","690","null","null",
"0500000US06009","Calaveras County, California","45235","*****","*****","null","42320","581","null","null","53","49","null","null","296","null","150","null","1212","313","null","null","1354","497","null","null",
"0500000US06011","Colusa County, California","21464","*****","*****","null","15417","378","null","null","48","49","null","null","102","null","59","null","2522","313","null","null","3375","346","null","null",
"0500000US06013","Contra Costa County, California","1133247","*****","*****","null","832022","4406","null","null","2009","407","null","null","16008","null","1196","null","152944","2682","null","null","130264","3542","null","null",
"0500000US06015","Del Norte County, California","27424","*****","*****","null","25234","394","null","null","0","23","null","null","264","null","125","null","925","237","null","null","1001","249","null","null",
"0500000US06017","El Dorado County, California","186661","*****","*****","null","166608","1162","null","null","125","76","null","null","2034","null","422","null","10070","757","null","null","7824","818","null","null",
"0500000US06019","Fresno County, California","978130","*****","*****","null","760490","3701","null","null","1127","335","null","null","7695","null","716","null","82601","1973","null","null","126217","3278","null","null",
"0500000US06021","Glenn County, California","27897","*****","*****","null","22424","465","null","null","44","52","null","null","173","null","145","null","1601","307","null","null","3655","515","null","null",
"0500000US06023","Humboldt County, California","135768","*****","*****","null","127178","692","null","null","195","182","null","null","1009","null","206","null","2978","343","null","null","4408","608","null","null",
"0500000US06025","Imperial County, California","180216","*****","*****","null","118875","1511","null","null","237","158","null","null","5061","null","695","null","27895","1315","null","null","28148","1264","null","null",
"0500000US06027","Inyo County, California","18085","*****","*****","null","16266","205","null","null","15","12","null","null","146","null","74","null","861","183","null","null","797","187","null","null",
"0500000US06029","Kern County, California","883053","*****","*****","null","698464","2972","null","null","1453","294","null","null","6792","null","806","null","60021","2293","null","null","116323","2871","null","null",
"0500000US06031","Kings County, California","150075","*****","*****","null","120832","1216","null","null","320","154","null","null","1784","null","386","null","9741","699","null","null","17398","1162","null","null",
"0500000US06033","Lake County, California","64148","*****","*****","null","57816","573","null","null","32","34","null","null","618","null","224","null","2519","374","null","null","3163","389","null","null",
"0500000US06035","Lassen County, California","31185","*****","*****","null","29211","253","null","null","105","58","null","null","243","null","111","null","506","134","null","null","1120","159","null","null",
"0500000US06037","Los Angeles County, California","10098052","*****","*****","null","6523632","13324","null","null","15956","981","null","null","101508","null","2360","null","1784088","9636","null","null","1672868","12938","null","null",
"0500000US06039","Madera County, California","155013","*****","*****","null","121943","1542","null","null","244","189","null","null","862","null","206","null","9647","806","null","null","22317","1522","null","null",
"0500000US06041","Marin County, California","260295","*****","*****","null","207993","1542","null","null","214","94","null","null","4099","null","510","null","22625","1018","null","null","25364","1168","null","null",
"0500000US06043","Mariposa County, California","17540","*****","*****","null","16167","279","null","null","0","19","null","null","126","null","86","null","517","159","null","null","730","225","null","null",
"0500000US06045","Mendocino County, California","87422","*****","*****","null","75244","729","null","null","86","65","null","null","770","null","266","null","3866","412","null","null","7456","677","null","null",
"0500000US06047","Merced County, California","269075","*****","*****","null","198058","2039","null","null","183","133","null","null","1594","null","282","null","26949","1164","null","null","42291","1640","null","null",
"0500000US06049","Modoc County, California","8938","*****","*****","null","8247","186","null","null","4","8","null","null","42","null","27","null","141","116","null","null","504","169","null","null",
